o,oPrefLabel,oDefinition,oAltLabels,oBT,oNT,oRT
http://dbpedia.org/resource/Category:Singapore,Singapore,,,Island countries| Strait of Malacca| Non-Aligned Movement| Malay-speaking countries and territories| Tamil-speaking countries and territories| City-states| Countries in Asia| Chinese-speaking countries and territories| Member states of the Commonwealth of Nations| Southeast Asian countries| English-speaking countries and territories| Wikipedia categories named after countries| Capitals in Asia| Wikipedia categories named after capitals| Republics,,
http://dbpedia.org/resource/Category:Skopje,Skopje,,,Cities in the Republic of Macedonia| Skopje Statistical Region| Capitals in Europe| Wikipedia categories named after capitals,,
http://dbpedia.org/resource/Category:Slovakia,Slovakia,,,Central European countries| NUTS 1 statistical regions of the European Union| Landlocked countries| Slavic countries and territories| Member states of the European Union| Hungarian-speaking countries and territories| Countries in Europe| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Slovenia,Slovenia,,,Central European countries| NUTS 1 statistical regions of the European Union| Balkan countries| Slovene ethnic territory| Southeastern European countries| Slavic countries and territories| Member states of the European Union| Countries in Europe| Southern European countries| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Snow,Snow,,,Forms of water| Winter phenomena| Precipitation,,
http://dbpedia.org/resource/Category:Sodium,Sodium,,,Alkali metals| Coolants| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Solutions,Solutions,,,Homogeneous chemical mixtures| Alchemical processes,,
http://dbpedia.org/resource/Category:Somalia,Somalia,,,Member states of the Arab League| East African countries| Countries in Africa| Arabic-speaking countries and territories| Federal republics| Horn of Africa| Wikipedia categories named after countries| States and territories established in 1960,,
http://dbpedia.org/resource/Category:Spain,Spain,,,Spanish-speaking countries and territories| Kingdoms| Romance countries and territories| Iberian Peninsula| Member states of the European Union| Countries in Europe| Southern European countries| Wikipedia categories named after countries| Southwestern European countries,,
http://dbpedia.org/resource/Category:Speciation,Speciation,,,Evolutionary processes| Species,,
http://dbpedia.org/resource/Category:Spectroscopy,Spectroscopy,,,Physical chemistry| Molecular physics| Instrumental analysis| Observational astronomy| Scientific techniques| Atomic physics| Measurement| Optics,,
http://dbpedia.org/resource/Category:Speleothems,Speleothems,,,Cave geology,,
http://dbpedia.org/resource/Category:Splines,,,,,,
http://dbpedia.org/resource/Category:Squamata,Squamata,,,Lepidosaurs,,
http://dbpedia.org/resource/Category:Squid,Squid,,,Cenozoic cephalopods| Coleoids,,
http://dbpedia.org/resource/Category:Staining,Staining,,,Microbiology| Histopathology| Histology| Microscopy| Polymers| Cell imaging| Cytopathology| Immunohistochemistry,,
http://dbpedia.org/resource/Category:Statistics,Statistics,,,Data| Formal sciences| Probability and statistics| Auxiliary sciences of history| Information,,
http://dbpedia.org/resource/Category:Steel,Steel,,,Metals| Ferrous alloys| Iron,,Steels| Steels| Steels
http://dbpedia.org/resource/Category:Stereochemistry,Stereochemistry,,,Chemistry| Organic chemistry,,
http://dbpedia.org/resource/Category:Steroids,Steroids,,,Terpenes and terpenoids| Lipids,,
http://dbpedia.org/resource/Category:Sterols,Sterols,,,Secondary alcohols| Steroids,,
http://dbpedia.org/resource/Category:Stockholm,Stockholm,,,Södermanland| Wikipedia categories named after populated places in Sweden| Capitals in Europe| Municipal seats of Stockholm County| Municipalities of Stockholm County| Uppland| Wikipedia categories named after capitals| Cities in Sweden,,
http://dbpedia.org/resource/Category:Stoichiometry,Stoichiometry,,,Chemistry| Chemical reaction engineering| Amount of substance,,
http://dbpedia.org/resource/Category:Stonehenge,Stonehenge,,,Stone Age sites in England| Bronze Age sites in England| Wikipedia categories named after buildings and structures| Megalithic monuments in England| History of Wiltshire| Buildings and structures in Wiltshire| English folklore| Archaeological sites in Wiltshire| Archaeology of England| Stones,,
http://dbpedia.org/resource/Category:Storms,Storms,,,Storm| Weather events,,
http://dbpedia.org/resource/Category:Stratigraphy,Stratigraphy,,,Subfields of geology,,
http://dbpedia.org/resource/Category:Stratovolcanoes,Stratovolcanoes,,,Volcanoes| Polygenetic volcanoes| Volcanic landforms,,
http://dbpedia.org/resource/Category:Stress,Stress,,,Emotion| Emotion| Emotion| Emotion| Emotion| Abnormal psychology| Abnormal psychology| Abnormal psychology| Abnormal psychology| Abnormal psychology| Organizational psychology| Organizational psychology| Organizational psychology| Organizational psychology| Organizational psychology| Motivation| Motivation| Motivation| Motivation| Motivation| Working conditions| Working conditions| Working conditions| Working conditions| Working conditions| Human homeostasis| Human homeostasis| Human homeostasis| Human homeostasis| Human homeostasis| Determinants of health| Determinants of health| Determinants of health| Determinants of health| Determinants of health,,Mood disorders| Positive psychology| Happiness| Positive mental attitude| Motivation| Mood disorders| Positive psychology| Happiness| Positive mental attitude| Motivation| Mood disorders| Positive psychology| Happiness| Positive mental attitude| Motivation| Mood disorders| Positive psychology| Happiness| Positive mental attitude| Motivation| Mood disorders| Positive psychology| Happiness| Positive mental attitude| Motivation| Mood disorders| Positive psychology| Happiness| Positive mental attitude| Motivation| Mood disorders| Positive psychology| Happiness| Positive mental attitude| Motivation
http://dbpedia.org/resource/Category:Strontium,Strontium,,,Alkaline earth metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Subsidies,Subsidies,,,Payments| Taxation and redistribution| Economic policy,,
http://dbpedia.org/resource/Category:Sudan,Sudan,,,Member states of the Arab League| North African countries| Countries in Africa| Arabic-speaking countries and territories| English-speaking countries and territories| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Sulfates,Sulfates,,,Salts| Sulfur compounds,,
http://dbpedia.org/resource/Category:Sulfides,Sulfides,,,Chalcogenides| Sulfur compounds,,
http://dbpedia.org/resource/Category:Sulfur,Sulfur,,,Polyatomic nonmetals| Chalcogens| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Sun,Sun,,,Wikipedia categories named after stars| Wikipedia categories named after stars| Stellar astronomy| Stellar astronomy| G-type main-sequence stars| G-type main-sequence stars| Stars| Stars| Bodies of the Solar System| Bodies of the Solar System| Wikipedia categories named after Solar System objects| Wikipedia categories named after Solar System objects,,Stars| Galaxies| Stars| Galaxies| Stars| Galaxies| Stars| Galaxies| Stars| Galaxies| Stars| Galaxies
http://dbpedia.org/resource/Category:Svalbard,Svalbard,,,Island countries| Wikipedia categories named after islands| Archipelagoes of the Arctic Ocean| Regions of the Arctic| Subdivisions of Norway| Archipelagoes of Norway| Volcanism of Norway| Volcanism of the Arctic Ocean| Integral overseas territories| Concession territories,,
http://dbpedia.org/resource/Category:Swaziland,Swaziland,,,Countries in Africa| Landlocked countries| Kingdoms| Enclaves and exclaves| Southern African countries| English-speaking countries and territories| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Sweden,Sweden,,,Swedish-speaking countries and territories| Northern European countries| Nordic countries| NUTS 1 statistical regions of the European Union| Germanic countries and territories| Kingdoms| Member states of the European Union| Countries in Europe| Wikipedia categories named after countries| Scandinavian countries,,
http://dbpedia.org/resource/Category:Switzerland,Switzerland,,,Member states of the Organisation internationale de la Francophonie| Central European countries| Germanic countries and territories| German-speaking countries and territories| Landlocked countries| Countries in Europe| French-speaking countries and territories| Wikipedia categories named after countries| Italian-speaking countries and territories,,
http://dbpedia.org/resource/Category:Symbiosis,Symbiosis,,,Evolutionarily significant biological phenomena| Biological interactions,,
http://dbpedia.org/resource/Category:Symmetry,Symmetry,,,Geometry| Artistic techniques| Theoretical physics| Aesthetics,,
http://dbpedia.org/resource/Category:Syria,Syria,,,Arab republics| Middle Eastern countries| Western Asian countries| Arabic-speaking countries and territories| Mashriq| Countries in Asia| Kurdish-speaking countries and territories| Levant| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Systems,Systems,,,Concepts in metaphysics| Concepts in metaphysics| Concepts in metaphysics| Concepts in metaphysics,,Biological systems| Social systems| Physical systems| Conceptual systems
http://dbpedia.org/resource/Category:Taiwan,Taiwan,,,Disputed territories in Asia| Islands of the Pacific Ocean| Wikipedia categories named after islands| Territorial disputes of China| Republic of China| Territorial disputes of the Republic of China| Disputed islands,,
http://dbpedia.org/resource/Category:Tajikistan,Tajikistan,,,Iranian-speaking countries and territories| Central Asian countries| Landlocked countries| Countries in Asia| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Tantalates,Tantalates,,,Tantalum compounds| Oxygen compounds| Salts,,
http://dbpedia.org/resource/Category:Tantalum,Tantalum,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Tanzania,Tanzania,,,States and territories established in 1964| Southeast African countries| East African countries| Socialist states| Countries in Africa| Bantu countries and territories| English-speaking countries and territories| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Tashkent,Tashkent,,,Cities in Uzbekistan| Wikipedia categories named after populated places in Uzbekistan| Populated places in Tashkent Region| Capitals in Asia| Wikipedia categories named after capitals,,
http://dbpedia.org/resource/Category:Taxonomy,Taxonomy,,,Classification systems,,
http://dbpedia.org/resource/Category:Technetium,Technetium,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Techniques,Techniques,,,Skills,,
http://dbpedia.org/resource/Category:Technology,Technology,,,Manmade objects| Science and technology| Applied sciences| Intellectual works,,
http://dbpedia.org/resource/Category:Tectonics,Tectonics,,,Structural geology,,
http://dbpedia.org/resource/Category:Teeth,Teeth,,,Dental anatomy| Mouth,,
http://dbpedia.org/resource/Category:Telemetry,Telemetry,,,Measurement| Telecommunications,,
http://dbpedia.org/resource/Category:Tellurates,Tellurates,,,Tellurium compounds,,
http://dbpedia.org/resource/Category:Tellurides,Tellurides,,,Chalcogenides| Tellurium compounds,,
http://dbpedia.org/resource/Category:Tellurites,Tellurites,,,Tellurium compounds,,
http://dbpedia.org/resource/Category:Tellurium,Tellurium,,,Chalcogens| Metalloids| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Temperature,Temperature,,,Physical quantities| Atmospheric thermodynamics| Thermodynamic properties| Meteorological data and networks,,
http://dbpedia.org/resource/Category:Tephra,Tephra,,,Volcanic rocks| Volcanology,,
http://dbpedia.org/resource/Category:Terbium,Terbium,,,Chemical elements| Lanthanides| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Terminology,Terminology,,,Language| Language| Applied linguistics| Applied linguistics| Translation| Translation| Lexicography| Lexicography,,Occupational cryptolects| Sociolinguistics| Occupational cryptolects| Sociolinguistics| Occupational cryptolects| Sociolinguistics| Occupational cryptolects| Sociolinguistics
http://dbpedia.org/resource/Category:Termites,Termites,,,Blattodea| Herbivorous animals,,
http://dbpedia.org/resource/Category:Tests,Tests,,,Data collection| Measurement| Evaluation methods,,
http://dbpedia.org/resource/Category:Texas,Texas,,,States of the United States| South Central United States,,
http://dbpedia.org/resource/Category:Thailand,Thailand,,,Kingdoms| Countries in Asia| Southeast Asian countries| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Thallium,Thallium,,,Post-transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Thermodynamics,Thermodynamics,,,Physical chemistry| Dynamical systems| Continuum mechanics| Subfields of physics,,
http://dbpedia.org/resource/Category:Thorium,Thorium,,,Actinides| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Thrace,Thrace,,,Geography of Greece| Geography of Bulgaria| Historical regions in Turkey| Divided regions| Historical regions in Bulgaria| Geography of Turkey| Historical regions in Greece| Ancient Greek geography,,
http://dbpedia.org/resource/Category:Thulium,Thulium,,,Chemical elements| Lanthanides| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Tides,Tides,,,Geophysics| Moon| Physical oceanography| Tidal forces,,
http://dbpedia.org/resource/Category:Tin,Tin,,,Post-transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Titanium,Titanium,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Tobago,Tobago,,,Islands of Trinidad and Tobago| Wikipedia categories named after islands,,
http://dbpedia.org/resource/Category:Togo,Togo,,,Countries in Africa| West African countries| Wikipedia categories named after countries| States and territories established in 1960,,
http://dbpedia.org/resource/Category:Tonga,Tonga,,,Island countries| Wikipedia categories named after islands| Archipelagoes of the Pacific Ocean| British Western Pacific Territories| Kingdoms| English-speaking countries and territories| Countries in Polynesia| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Topography,Topography,,,Cartography| Physical geography| Surveying| Branches of geography| Geomorphology,,
http://dbpedia.org/resource/Category:Topology,Topology,,,Fields of mathematics| Space| Mathematical structures,,
http://dbpedia.org/resource/Category:Transport,Transport,,,Industries| Technology by type| Economics of transport and utility industries,,
http://dbpedia.org/resource/Category:Transportation,Transportation,,,,,
http://dbpedia.org/resource/Category:Transylvania,Transylvania,,,Former countries in Europe| Wikipedia categories named after former countries,,
http://dbpedia.org/resource/Category:Trees,Trees,,,Plants| Plants by habit| Plant life-form,,Trees (data structures)| Trees (data structures)| Trees (data structures)
http://dbpedia.org/resource/Category:Triassic,Triassic,,,Mesozoic| Geological periods,,
http://dbpedia.org/resource/Category:Tripolitania,Tripolitania,,,Wikipedia categories named after colonies| Provinces of Libya| Regions of Libya,,
http://dbpedia.org/resource/Category:Tundra,Tundra,,,Plants of continental subarctic climate| Arctic flora| Terrestrial ecoregions| Terrestrial biomes,,
http://dbpedia.org/resource/Category:Tungstates,Tungstates,,,Tungsten compounds,,
http://dbpedia.org/resource/Category:Tungsten,Tungsten,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Tunisia,Tunisia,,,Member states of the Arab League| North African countries| Maghrebi countries| Countries in Africa| Arabic-speaking countries and territories| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Tunnels,Tunnels,,,Transport buildings and structures| Subterranea (geography)| Geotechnical engineering| Crossings,,
http://dbpedia.org/resource/Category:Turkestan,Turkestan,,,Turkology| Geography of Central Asia,,
http://dbpedia.org/resource/Category:Turkey,Turkey,,,Iranian-speaking countries and territories| Middle Eastern countries| Western Asian countries| Member states of the Council of Europe| Balkan countries| Azerbaijani-speaking countries and territories| Southeastern European countries| Countries in Asia| Kurdish-speaking countries and territories| Countries in Europe| Southern European countries| Turkish-speaking countries and territories| Wikipedia categories named after countries| Republics,,Meleagrididae| Meleagrididae| Meleagrididae| Meleagrididae| Meleagrididae| Meleagrididae| Meleagrididae| Meleagrididae| Meleagrididae| Meleagrididae| Meleagrididae| Meleagrididae| Meleagrididae| Meleagrididae
http://dbpedia.org/resource/Category:Turkmenistan,Turkmenistan,,,Central Asian countries| Landlocked countries| Countries in Asia| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Uganda,Uganda,,,Southeast African countries| East African countries| Countries in Africa| Landlocked countries| Bantu countries and territories| States and territories established in 1962| English-speaking countries and territories| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Ukraine,Ukraine,,,Russian-speaking countries and territories| Ukrainian-speaking countries and territories| Slavic countries and territories| Eastern European countries| Countries in Europe| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Uranium,Uranium,,,Nuclear fuels| Actinides| Chemical elements| Nuclear materials| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Uranus,Uranus,,,Wikipedia categories named after planets| Outer planets| Astronomical objects discovered in 1781| Ice giants| Planets of the Solar System| Wikipedia categories named after Solar System objects,,
http://dbpedia.org/resource/Category:Urbanization,Urbanization,,,City,,
http://dbpedia.org/resource/Category:Uruguay,Uruguay,,,Spanish-speaking countries and territories| Countries in South America| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Uzbekistan,Uzbekistan,,,Iranian-speaking countries and territories| Russian-speaking countries and territories| Central Asian countries| Landlocked countries| Countries in Asia| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Valletta,Valletta,,,World Heritage Sites in Malta| Fortified settlements| Local councils of Malta| Towns in Malta| Capitals in Europe| Wikipedia categories named after capitals,,
http://dbpedia.org/resource/Category:Valleys,Valleys,,,Fluvial landforms| Slope landforms| Depressions (geology),,
http://dbpedia.org/resource/Category:Valves,Valves,,,Hydraulic engineering| Gas technologies| Mechanisms (engineering)| Piping,,
http://dbpedia.org/resource/Category:Vanadates,Vanadates,,,Vanadium compounds,,
http://dbpedia.org/resource/Category:Vanadium,Vanadium,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Vanuatu,Vanuatu,,,Island countries| Wikipedia categories named after islands| Archipelagoes of the Pacific Ocean| British Western Pacific Territories| Countries in Oceania| Countries in Melanesia| Member states of the Commonwealth of Nations| French-speaking countries and territories| English-speaking countries and territories| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Veins,Veins,,,Angiology,,
http://dbpedia.org/resource/Category:Velocity,Velocity,,,Physical quantities| Temporal rates| Motion (physics),,
http://dbpedia.org/resource/Category:Venezuela,Venezuela,,,Spanish-speaking countries and territories| Countries in South America| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Venus,Venus,,,Wikipedia categories named after planets| Planets of the Solar System| Wikipedia categories named after Solar System objects,,
http://dbpedia.org/resource/Category:Vertebrata,Vertebrata,,,,,
http://dbpedia.org/resource/Category:Vestmannaeyjar,Vestmannaeyjar,,,Municipalities of Iceland| Wikipedia categories named after populated places in Iceland| Iceland East Volcanic Zone| Archipelagoes of the Atlantic Ocean| Wikipedia categories named after islands| Islands of Iceland,,
http://dbpedia.org/resource/Category:Vietnam,Vietnam,,,Countries in Asia| Communist states| Southeast Asian countries| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Vilnius,Vilnius,,,Capitals of Lithuanian counties| Cities in Lithuania| Cities in Vilnius County| Capitals in Europe| Vilnius City Municipality| Wikipedia categories named after capitals,,
http://dbpedia.org/resource/Category:Viscosity,Viscosity,,,Fluid mechanics| Physical quantities,,
http://dbpedia.org/resource/Category:Vogtland,Vogtland,,,Regions of Thuringia| Divided regions| Wikipedia categories named after former countries| Regions of Saxony,,
http://dbpedia.org/resource/Category:Vojvodina,Vojvodina,,,Historical regions in Serbia| Statistical regions of Serbia| Autonomous provinces of Serbia| States and territories established in 1944,,
http://dbpedia.org/resource/Category:Volcanism,Volcanism,,,Geological processes| Geological history of Earth| Volcanology,,
http://dbpedia.org/resource/Category:Volcanoes,Volcanoes,,,Volcanism| Geological hazards| Volcanic landforms| Volcanology,,
http://dbpedia.org/resource/Category:Volcanology,Volcanology,,,Subfields of geology,,
http://dbpedia.org/resource/Category:Volume,Volume,,,Physical quantities| Euclidean solid geometry| Size,,
http://dbpedia.org/resource/Category:Water,Water,,,Liquids| Natural resources| Transparent materials,,
http://dbpedia.org/resource/Category:Waveforms,Waveforms,,,Waves| Patterns,,
http://dbpedia.org/resource/Category:Waves,Waves,,,Differential equations| Periodic phenomena| Dynamical systems| Physical phenomena| Oscillation,,
http://dbpedia.org/resource/Category:Weathering,Weathering,,,Geological processes| Geomorphology,,
http://dbpedia.org/resource/Category:Westphalia,Westphalia,,,Regions of North Rhine-Westphalia,,
http://dbpedia.org/resource/Category:Wetlands,Wetlands,,,Fluvial landforms| Fluvial landforms| Water and the environment| Water and the environment| Physical geography| Physical geography| Hydrology| Hydrology| Terrestrial biomes| Terrestrial biomes,,Landforms| Bodies of water| Landforms| Bodies of water| Landforms| Bodies of water| Landforms| Bodies of water| Landforms| Bodies of water
http://dbpedia.org/resource/Category:Windows,Windows,,,Glass applications| Architectural elements| Glass architecture,,Microsoft Windows| Microsoft Windows| Microsoft Windows
http://dbpedia.org/resource/Category:Winds,Winds,,,Wind| Sailing,,
http://dbpedia.org/resource/Category:Wood,Wood,,,Plant anatomy| Forest products| Natural materials| Trees| Building materials,,
http://dbpedia.org/resource/Category:Workstations,Workstations,,,Microcomputers,,
http://dbpedia.org/resource/Category:Xenon,Xenon,,,Noble gases| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Yemen,Yemen,,,Arab republics| Middle Eastern countries| Western Asian countries| Member states of the Arab League| Arabian Peninsula| Arabic-speaking countries and territories| Countries in Asia| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Yerevan,Yerevan,,,Provinces of Armenia| Populated places in Armenia| Capitals in Asia| Wikipedia categories named after capitals| Cities and towns in Armenia,,
http://dbpedia.org/resource/Category:Ytterbium,Ytterbium,,,Chemical elements| Lanthanides| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Yugoslavia,Yugoslavia,,,Former countries in Europe| Modern history of the Balkans| Wikipedia categories named after former countries| Former Slavic countries| Former countries in the Balkans| 1992 disestablishments in Yugoslavia,,
http://dbpedia.org/resource/Category:Zambia,Zambia,,,States and territories established in 1964| Southeast African countries| East African countries| Countries in Africa| Landlocked countries| Bantu countries and territories| Member states of the Commonwealth of Nations| Southern African countries| English-speaking countries and territories| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Zimbabwe,Zimbabwe,,,Southeast African countries| East African countries| Countries in Africa| Landlocked countries| Bantu countries and territories| Southern African countries| English-speaking countries and territories| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Zinc,Zinc,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Zirconium,Zirconium,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Zoning,Zoning,,,Construction| Urban planning| Land use,,
